Module	Section	Sample Name	Source
FastQC	all_sections	SRR22223232_1	/kaggle/working/GSE217504/qc/SRR22223232/SRR22223232_1_fastqc.zip
FastQC	all_sections	SRR22223232_2	/kaggle/working/GSE217504/qc/SRR22223232/SRR22223232_2_fastqc.zip
FastQC	all_sections	SRR22223233_1	/kaggle/working/GSE217504/qc/SRR22223233/SRR22223233_1_fastqc.zip
FastQC	all_sections	SRR22223233_2	/kaggle/working/GSE217504/qc/SRR22223233/SRR22223233_2_fastqc.zip
FastQC	all_sections	SRR22223234_1	/kaggle/working/GSE217504/qc/SRR22223234/SRR22223234_1_fastqc.zip
FastQC	all_sections	SRR22223234_2	/kaggle/working/GSE217504/qc/SRR22223234/SRR22223234_2_fastqc.zip
FastQC	all_sections	SRR22223235_1	/kaggle/working/GSE217504/qc/SRR22223235/SRR22223235_1_fastqc.zip
FastQC	all_sections	SRR22223235_2	/kaggle/working/GSE217504/qc/SRR22223235/SRR22223235_2_fastqc.zip
FastQC	all_sections	SRR22223236_1	/kaggle/working/GSE217504/qc/SRR22223236/SRR22223236_1_fastqc.zip
FastQC	all_sections	SRR22223236_2	/kaggle/working/GSE217504/qc/SRR22223236/SRR22223236_2_fastqc.zip
FastQC	all_sections	SRR22223237_1	/kaggle/working/GSE217504/qc/SRR22223237/SRR22223237_1_fastqc.zip
FastQC	all_sections	SRR22223237_2	/kaggle/working/GSE217504/qc/SRR22223237/SRR22223237_2_fastqc.zip
FastQC	all_sections	SRR22223238_1	/kaggle/working/GSE217504/qc/SRR22223238/SRR22223238_1_fastqc.zip
FastQC	all_sections	SRR22223238_2	/kaggle/working/GSE217504/qc/SRR22223238/SRR22223238_2_fastqc.zip
FastQC	all_sections	SRR22223239_1	/kaggle/working/GSE217504/qc/SRR22223239/SRR22223239_1_fastqc.zip
FastQC	all_sections	SRR22223239_2	/kaggle/working/GSE217504/qc/SRR22223239/SRR22223239_2_fastqc.zip
FastQC	all_sections	SRR22223240_1	/kaggle/working/GSE217504/qc/SRR22223240/SRR22223240_1_fastqc.zip
FastQC	all_sections	SRR22223240_2	/kaggle/working/GSE217504/qc/SRR22223240/SRR22223240_2_fastqc.zip
FastQC	all_sections	SRR22223241_1	/kaggle/working/GSE217504/qc/SRR22223241/SRR22223241_1_fastqc.zip
FastQC	all_sections	SRR22223241_2	/kaggle/working/GSE217504/qc/SRR22223241/SRR22223241_2_fastqc.zip
FastQC	all_sections	SRR22223242_1	/kaggle/working/GSE217504/qc/SRR22223242/SRR22223242_1_fastqc.zip
FastQC	all_sections	SRR22223242_2	/kaggle/working/GSE217504/qc/SRR22223242/SRR22223242_2_fastqc.zip
FastQC	all_sections	SRR22223243_1	/kaggle/working/GSE217504/qc/SRR22223243/SRR22223243_1_fastqc.zip
FastQC	all_sections	SRR22223243_2	/kaggle/working/GSE217504/qc/SRR22223243/SRR22223243_2_fastqc.zip
FastQC	all_sections	SRR22223244_1	/kaggle/working/GSE217504/qc/SRR22223244/SRR22223244_1_fastqc.zip
FastQC	all_sections	SRR22223244_2	/kaggle/working/GSE217504/qc/SRR22223244/SRR22223244_2_fastqc.zip
FastQC	all_sections	SRR22223245_1	/kaggle/working/GSE217504/qc/SRR22223245/SRR22223245_1_fastqc.zip
FastQC	all_sections	SRR22223245_2	/kaggle/working/GSE217504/qc/SRR22223245/SRR22223245_2_fastqc.zip
FastQC	all_sections	SRR22223246_1	/kaggle/working/GSE217504/qc/SRR22223246/SRR22223246_1_fastqc.zip
FastQC	all_sections	SRR22223246_2	/kaggle/working/GSE217504/qc/SRR22223246/SRR22223246_2_fastqc.zip
FastQC	all_sections	SRR22223247_1	/kaggle/working/GSE217504/qc/SRR22223247/SRR22223247_1_fastqc.zip
FastQC	all_sections	SRR22223247_2	/kaggle/working/GSE217504/qc/SRR22223247/SRR22223247_2_fastqc.zip
FastQC	all_sections	SRR22223248_1	/kaggle/working/GSE217504/qc/SRR22223248/SRR22223248_1_fastqc.zip
FastQC	all_sections	SRR22223248_2	/kaggle/working/GSE217504/qc/SRR22223248/SRR22223248_2_fastqc.zip
FastQC	all_sections	SRR22223249_1	/kaggle/working/GSE217504/qc/SRR22223249/SRR22223249_1_fastqc.zip
FastQC	all_sections	SRR22223249_2	/kaggle/working/GSE217504/qc/SRR22223249/SRR22223249_2_fastqc.zip
FastQC	all_sections	SRR22223250_1	/kaggle/working/GSE217504/qc/SRR22223250/SRR22223250_1_fastqc.zip
FastQC	all_sections	SRR22223250_2	/kaggle/working/GSE217504/qc/SRR22223250/SRR22223250_2_fastqc.zip
FastQC	all_sections	SRR22223251_1	/kaggle/working/GSE217504/qc/SRR22223251/SRR22223251_1_fastqc.zip
FastQC	all_sections	SRR22223251_2	/kaggle/working/GSE217504/qc/SRR22223251/SRR22223251_2_fastqc.zip
FastQC	all_sections	SRR22223252_1	/kaggle/working/GSE217504/qc/SRR22223252/SRR22223252_1_fastqc.zip
FastQC	all_sections	SRR22223252_2	/kaggle/working/GSE217504/qc/SRR22223252/SRR22223252_2_fastqc.zip
FastQC	all_sections	SRR22223253_1	/kaggle/working/GSE217504/qc/SRR22223253/SRR22223253_1_fastqc.zip
FastQC	all_sections	SRR22223253_2	/kaggle/working/GSE217504/qc/SRR22223253/SRR22223253_2_fastqc.zip
FastQC	all_sections	SRR22223254_1	/kaggle/working/GSE217504/qc/SRR22223254/SRR22223254_1_fastqc.zip
FastQC	all_sections	SRR22223254_2	/kaggle/working/GSE217504/qc/SRR22223254/SRR22223254_2_fastqc.zip
FastQC	all_sections	SRR22223255_1	/kaggle/working/GSE217504/qc/SRR22223255/SRR22223255_1_fastqc.zip
FastQC	all_sections	SRR22223255_2	/kaggle/working/GSE217504/qc/SRR22223255/SRR22223255_2_fastqc.zip
FastQC	all_sections	SRR22223256_1	/kaggle/working/GSE217504/qc/SRR22223256/SRR22223256_1_fastqc.zip
FastQC	all_sections	SRR22223256_2	/kaggle/working/GSE217504/qc/SRR22223256/SRR22223256_2_fastqc.zip
FastQC	all_sections	SRR22223257_1	/kaggle/working/GSE217504/qc/SRR22223257/SRR22223257_1_fastqc.zip
FastQC	all_sections	SRR22223257_2	/kaggle/working/GSE217504/qc/SRR22223257/SRR22223257_2_fastqc.zip
FastQC	all_sections	SRR22223258_1	/kaggle/working/GSE217504/qc/SRR22223258/SRR22223258_1_fastqc.zip
FastQC	all_sections	SRR22223258_2	/kaggle/working/GSE217504/qc/SRR22223258/SRR22223258_2_fastqc.zip
FastQC	all_sections	SRR22223259_1	/kaggle/working/GSE217504/qc/SRR22223259/SRR22223259_1_fastqc.zip
FastQC	all_sections	SRR22223259_2	/kaggle/working/GSE217504/qc/SRR22223259/SRR22223259_2_fastqc.zip
FastQC	all_sections	SRR22223260_1	/kaggle/working/GSE217504/qc/SRR22223260/SRR22223260_1_fastqc.zip
FastQC	all_sections	SRR22223260_2	/kaggle/working/GSE217504/qc/SRR22223260/SRR22223260_2_fastqc.zip
FastQC	all_sections	SRR22223261_1	/kaggle/working/GSE217504/qc/SRR22223261/SRR22223261_1_fastqc.zip
FastQC	all_sections	SRR22223261_2	/kaggle/working/GSE217504/qc/SRR22223261/SRR22223261_2_fastqc.zip
FastQC	all_sections	SRR22223262_1	/kaggle/working/GSE217504/qc/SRR22223262/SRR22223262_1_fastqc.zip
FastQC	all_sections	SRR22223262_2	/kaggle/working/GSE217504/qc/SRR22223262/SRR22223262_2_fastqc.zip
FastQC	all_sections	SRR22223263_1	/kaggle/working/GSE217504/qc/SRR22223263/SRR22223263_1_fastqc.zip
FastQC	all_sections	SRR22223263_2	/kaggle/working/GSE217504/qc/SRR22223263/SRR22223263_2_fastqc.zip
FastQC	all_sections	SRR22223264_1	/kaggle/working/GSE217504/qc/SRR22223264/SRR22223264_1_fastqc.zip
FastQC	all_sections	SRR22223264_2	/kaggle/working/GSE217504/qc/SRR22223264/SRR22223264_2_fastqc.zip
